sentence_id,source_id,juan_num,juan_label,paragraph_idx,sentence_idx,utterance_id,text_punctuated,text_plain,char_count,has_li,has_qi,li_qi_category,byline,headings
Z052482,卷九十六#p026#s3,96,卷九十六,26,3,卷九十六#p026,"""曰:""一日萬㡬,也無並應底道理,須還他逐一件理㑹。",曰一日萬㡬也無並應底道理須還他逐一件理㑹,20,True,False,li_only,"{""raw"": ""(端/䝉)""}","[{""level"": 2, ""text"": ""程子之書二""}]"
Z007338,卷十六#p051#s7,16,卷十六,51,7,卷十六#p051,"""次日圻父復説過,先生曰:""性便是那理,心便是盛貯該載,敷施發用底。",次日圻父復説過先生曰性便是那理心便是盛貯該載敷施發用底,27,True,False,li_only,"{""raw"": ""(義剛○/子寰同)""}","[{""level"": 2, ""text"": ""大學三""}, {""level"": 3, ""text"": ""傳一章釋眀眀徳""}, {""level"": 3, ""text"": ""傳二章釋新民""}, {""level"": 3, ""text"": ""傳三章釋止於至善""}, {""level"": 3, ""text"": ""傳四章釋本末""}, {""level"": 3, ""text"": ""傳五章釋格物致知""}, {""level"": 3, ""text"": ""𫝊六章釋誠意""}, {""level"": 3, ""text"": ""𫝊七章釋正心脩身""}, {""level"": 3, ""text"": ""𫝊八章釋脩身齊家""}, {""level"": 3, ""text"": ""𫝊九章釋齊家治國""}, {""level"": 3, ""text"": ""𫝊十章釋治國平天下""}]"
Z037424,卷七十#p133#s7,70,卷七十,133,7,卷七十#p133,"盖當時人皆識得象,却有未曉得道理處,故聖人不説象,却就上發出道理説,初不是懸空説出道理。",盖當時人皆識得象却有未曉得道理處故聖人不説象却就上發出道理説初不是懸空説出道理,39,True,False,li_only,"{""raw"": ""(礪/)""}","[{""level"": 2, ""text"": ""易六""}, {""level"": 4, ""text"": ""屯""}, {""level"": 4, ""text"": ""䝉""}, {""level"": 4, ""text"": ""需""}, {""level"": 4, ""text"": ""訟""}, {""level"": 4, ""text"": ""師""}, {""level"": 4, ""text"": ""比""}, {""level"": 4, ""text"": ""小畜""}, {""level"": 4, ""text"": ""履""}, {""level"": 4, ""text"": ""泰""}, {""level"": 4, ""text"": ""否""}, {""level"": 4, ""text"": ""同人""}, {""level"": 4, ""text"": ""大有""}, {""level"": 4, ""text"": ""謙""}, {""level"": 4, ""text"": ""豫""}, {""level"": 4, ""text"": ""隨""}, {""level"": 4, ""text"": ""蠱""}, {""level"": 4, ""text"": ""臨""}, {""level"": 4, ""text"": ""觀""}]"
Z050766,卷九十四#p111#s36,94,卷九十四,111,36,卷九十四#p111,"誠無為,只是自然有實理恁地,不是人做底,都不犯手勢,只是自然一箇道理。",誠無為只是自然有實理恁地不是人做底都不犯手勢只是自然一箇道理,30,True,False,li_only,"{""raw"": ""(義/剛)""}","[{""level"": 2, ""text"": ""周子之書""}, {""level"": 3, ""text"": ""太極圖""}, {""level"": 3, ""text"": ""通書""}, {""level"": 4, ""text"": ""誠上""}, {""level"": 4, ""text"": ""誠下""}, {""level"": 4, ""text"": ""誠㡬徳""}, {""level"": 4, ""text"": ""聖""}, {""level"": 4, ""text"": ""慎動""}, {""level"": 4, ""text"": ""師""}, {""level"": 4, ""text"": ""幸""}, {""level"": 4, ""text"": ""思""}, {""level"": 4, ""text"": ""志學""}, {""level"": 4, ""text"": ""動静""}, {""level"": 4, ""text"": ""樂一""}, {""level"": 4, ""text"": ""聖學""}, {""level"": 4, ""text"": ""理性命""}, {""level"": 4, ""text"": ""顔子""}, {""level"": 4, ""text"": ""師友""}, {""level"": 4, ""text"": ""勢""}, {""level"": 4, ""text"": ""文辭""}, {""level"": 4, ""text"": ""聖藴""}, {""level"": 4, ""text"": ""精藴""}, {""level"": 4, ""text"": ""乾損益動""}, {""level"": 4, ""text"": ""䝉艮""}, {""level"": 4, ""text"": ""後録""}, {""level"": 4, ""text"": ""拙賦""}]"
Z023123,卷四十二#p017#s10,42,卷四十二,17,10,卷四十二#p017,"特不能如顔子深於天理人欲之際,便可至)(仁耳。",特不能如顔子深於天理人欲之際便可至仁耳,19,True,False,li_only,"{""raw"": ""(伯羽○/道夫畧)""}","[{""level"": 2, ""text"": ""論語二十四""}, {""level"": 3, ""text"": ""顔淵篇下""}, {""level"": 4, ""text"": ""仲弓問仁章""}, {""level"": 4, ""text"": ""司馬牛問仁章""}, {""level"": 4, ""text"": ""司馬牛問君子章""}, {""level"": 4, ""text"": ""司馬牛憂曰章""}, {""level"": 4, ""text"": ""子張問明章""}, {""level"": 4, ""text"": ""子貢問政章""}, {""level"": 4, ""text"": ""棘子成曰章""}, {""level"": 4, ""text"": ""哀公問於有若章""}, {""level"": 4, ""text"": ""子張問崇德辨惑章""}, {""level"": 4, ""text"": ""齊景公問政章""}, {""level"": 4, ""text"": ""子路無宿諾章""}, {""level"": 4, ""text"": ""子張問政章""}, {""level"": 4, ""text"": ""君子成人之美章""}, {""level"": 4, ""text"": ""季康子患盜章""}, {""level"": 4, ""text"": ""季康子問政章""}, {""level"": 4, ""text"": ""子張問士章""}, {""level"": 4, ""text"": ""樊遲從遊舞雩之下章""}, {""level"": 4, ""text"": ""樊遲問仁章""}, {""level"": 4, ""text"": ""子貢問友章""}]"
Z006514,卷十五#p013#s1,15,卷十五,13,1,卷十五#p013,"格物,須是從切已處理㑹去,待自家者已定疊,然後漸漸推去,這便是能格物。",格物須是從切已處理㑹去待自家者已定疊然後漸漸推去這便是能格物,30,True,False,li_only,"{""raw"": ""(道夫/)""}","[{""level"": 2, ""text"": ""大學二""}, {""level"": 3, ""text"": ""經下""}]"
Z004163,卷十#p080#s3,10,卷十,80,3,卷十#p080,"未見道理時,恰如數重物色,包裹在裏許,無縁可以便見得。",未見道理時恰如數重物色包裹在裏許無縁可以便見得,23,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""學四""}, {""level"": 3, ""text"": ""讀書法上""}]"
Z028816,卷五十八#p039#s10,58,卷五十八,39,10,卷五十八#p039,"孔子合下盡得致知工夫,看得道理周徧精切,無所不盡,故其徳之成也,亦兼該畢備,而無一徳一行之或闕。",孔子合下盡得致知工夫看得道理周徧精切無所不盡故其徳之成也亦兼該畢備而無一徳一行之或闕,42,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""孟子八""}, {""level"": 3, ""text"": ""萬章上""}, {""level"": 4, ""text"": ""問舜徃于田章(并下/章)""}, {""level"": 4, ""text"": ""象日以殺舜為事章""}, {""level"": 4, ""text"": ""咸丘蒙問章""}, {""level"": 4, ""text"": ""問堯以天下與舜章""}, {""level"": 4, ""text"": ""問人有言章""}, {""level"": 4, ""text"": ""問伊尹以割烹要湯章""}, {""level"": 4, ""text"": ""問或謂孔子於衛章""}, {""level"": 3, ""text"": ""萬章下""}, {""level"": 4, ""text"": ""伯夷目不視惡色章""}, {""level"": 4, ""text"": ""北宫錡問曰章""}, {""level"": 4, ""text"": ""萬章曰敢問交際章""}, {""level"": 4, ""text"": ""仕非為貧章""}, {""level"": 4, ""text"": ""萬章問士不託諸侯章""}]"
Z036333,卷六十九#p036#s7,69,卷六十九,36,7,卷六十九#p036,"大抵看道理,要看得他分合,各有著落,方是仔細。",大抵看道理要看得他分合各有著落方是仔細,19,True,False,li_only,"{""raw"": ""(銖/)""}","[{""level"": 2, ""text"": ""易五""}, {""level"": 4, ""text"": ""乾下""}, {""level"": 4, ""text"": ""坤""}]"
Z007369,卷十六#p055#s2,16,卷十六,55,2,卷十六#p055,"表者,如父慈子孝,雖九夷八蠻也,出這道理不得。",表者如父慈子孝雖九夷八蠻也出這道理不得,19,True,False,li_only,"{""raw"": ""(䕫孫/)""}","[{""level"": 2, ""text"": ""大學三""}, {""level"": 3, ""text"": ""傳一章釋眀眀徳""}, {""level"": 3, ""text"": ""傳二章釋新民""}, {""level"": 3, ""text"": ""傳三章釋止於至善""}, {""level"": 3, ""text"": ""傳四章釋本末""}, {""level"": 3, ""text"": ""傳五章釋格物致知""}, {""level"": 3, ""text"": ""𫝊六章釋誠意""}, {""level"": 3, ""text"": ""𫝊七章釋正心脩身""}, {""level"": 3, ""text"": ""𫝊八章釋脩身齊家""}, {""level"": 3, ""text"": ""𫝊九章釋齊家治國""}, {""level"": 3, ""text"": ""𫝊十章釋治國平天下""}]"
Z029485,卷五十九#p087#s2,59,卷五十九,87,2,卷五十九#p087,"天地生生之理,本自不息,惟旦晝之所為,有所梏亡。",天地生生之理本自不息惟旦晝之所為有所梏亡,20,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""孟子九""}, {""level"": 3, ""text"": ""告子上""}, {""level"": 4, ""text"": ""性猶杞栁章""}, {""level"": 4, ""text"": ""性猶湍水章""}, {""level"": 4, ""text"": ""生之謂性章""}, {""level"": 4, ""text"": ""食色性也章""}, {""level"": 4, ""text"": ""性無善無不善章""}, {""level"": 4, ""text"": ""富嵗子弟多賴章""}, {""level"": 4, ""text"": ""牛山之木章""}, {""level"": 4, ""text"": ""魚我所欲章""}, {""level"": 4, ""text"": ""仁人心也章""}, {""level"": 4, ""text"": ""人之於身也章""}, {""level"": 4, ""text"": ""公都子問鈞是人也章""}, {""level"": 4, ""text"": ""有天爵者章""}, {""level"": 4, ""text"": ""欲貴者人之同心章""}, {""level"": 4, ""text"": ""仁之勝不仁也章""}, {""level"": 4, ""text"": ""五榖種之羙者章""}, {""level"": 3, ""text"": ""告子下""}, {""level"": 4, ""text"": ""任人有問屋廬子章""}, {""level"": 4, ""text"": ""曹交問曰章""}, {""level"": 4, ""text"": ""淳于髠曰先名實者章""}, {""level"": 4, ""text"": ""魯欲使慎子為將軍章""}, {""level"": 4, ""text"": ""舜發於畎畝章""}, {""level"": 4, ""text"": ""教亦多術矣章""}]"
Z009633,卷十九#p038#s2,19,卷十九,38,2,卷十九#p038,"這箇使急不得,須是緩緩理㑹。",這箇使急不得須是緩緩理㑹,12,True,False,li_only,"{""raw"": ""(義剛/)""}","[{""level"": 2, ""text"": ""論語一""}, {""level"": 3, ""text"": ""語孟綱領""}]"
Z052866,卷九十七#p016#s5,97,卷九十七,16,5,卷九十七#p016,"凡此數條者,果皆有此理否?""曰:""此皆一時談論所及,學者記録如此。",凡此數條者果皆有此理否曰此皆一時談論所及學者記録如此,26,True,False,li_only,,"[{""level"": 2, ""text"": ""程子之書三(此卷係遺書中非入近思與四書/等注者以類而從别為一卷文集)""}]"
Z034715,卷六十六#p082#s2,66,卷六十六,82,2,卷六十六#p082,"鄭東卿《易》専取象,如以鼎為鼎,革為爐小過》為飛鳥,亦有義理。",鄭東卿易専取象如以鼎為鼎革為爐小過為飛鳥亦有義理,24,True,False,li_only,"{""raw"": ""(礪/)""}","[{""level"": 2, ""text"": ""易二""}, {""level"": 3, ""text"": ""綱領中""}, {""level"": 4, ""text"": ""卜筮""}, {""level"": 4, ""text"": ""象""}]"
Z061139,卷一百十九#p007#s28,119,卷一百十九,7,28,卷一百十九#p007,"與朋友交,非謂要安排去罔他為不信,只信口説出来,説得不合於理,便是不信。",與朋友交非謂要安排去罔他為不信只信口説出来説得不合於理便是不信,31,True,False,li_only,"{""raw"": ""(以下訓揚/○義剛)""}","[{""level"": 2, ""text"": ""朱子十六""}, {""level"": 3, ""text"": ""訓門人七""}]"
Z051114,卷九十四#p185#s11,94,卷九十四,185,11,卷九十四#p185,"此一段未透,又去㸔别段,便鶻突去,如何㑹透徹,如何㑹貫通?且如此段,未説理㑹到十分,亦且理㑹七分,㸔來㸔去,直至無道理得説,却又再換一段,㸔踈畧之病,是今世學者通患。",此一段未透又去㸔别段便鶻突去如何㑹透徹如何㑹貫通且如此段未説理㑹到十分亦且理㑹七分㸔來㸔去直至無道理得説却又再換一段㸔踈畧之病是今世學者通患,70,True,False,li_only,"{""raw"": ""(㝢/)""}","[{""level"": 2, ""text"": ""周子之書""}, {""level"": 3, ""text"": ""太極圖""}, {""level"": 3, ""text"": ""通書""}, {""level"": 4, ""text"": ""誠上""}, {""level"": 4, ""text"": ""誠下""}, {""level"": 4, ""text"": ""誠㡬徳""}, {""level"": 4, ""text"": ""聖""}, {""level"": 4, ""text"": ""慎動""}, {""level"": 4, ""text"": ""師""}, {""level"": 4, ""text"": ""幸""}, {""level"": 4, ""text"": ""思""}, {""level"": 4, ""text"": ""志學""}, {""level"": 4, ""text"": ""動静""}, {""level"": 4, ""text"": ""樂一""}, {""level"": 4, ""text"": ""聖學""}, {""level"": 4, ""text"": ""理性命""}, {""level"": 4, ""text"": ""顔子""}, {""level"": 4, ""text"": ""師友""}, {""level"": 4, ""text"": ""勢""}, {""level"": 4, ""text"": ""文辭""}, {""level"": 4, ""text"": ""聖藴""}, {""level"": 4, ""text"": ""精藴""}, {""level"": 4, ""text"": ""乾損益動""}, {""level"": 4, ""text"": ""䝉艮""}, {""level"": 4, ""text"": ""後録""}, {""level"": 4, ""text"": ""拙賦""}]"
Z018809,卷三十四#p055#s10,34,卷三十四,55,10,卷三十四#p055,"如禮樂、射御、書數一件事,理㑹不得,此心便覺滯礙。",如禮樂射御書數一件事理㑹不得此心便覺滯礙,20,True,False,li_only,"{""raw"": ""(恪/)""}","[{""level"": 2, ""text"": ""論語十六""}, {""level"": 3, ""text"": ""述而篇""}, {""level"": 4, ""text"": ""述而不作章""}, {""level"": 4, ""text"": ""黙而識之章""}, {""level"": 4, ""text"": ""徳之不脩章""}, {""level"": 4, ""text"": ""子之燕居章""}, {""level"": 4, ""text"": ""甚矣吾衰章""}, {""level"": 4, ""text"": ""志於道章""}, {""level"": 4, ""text"": ""自行束脩章""}, {""level"": 4, ""text"": ""不憤不啓章""}, {""level"": 4, ""text"": ""子食於有喪者之側章""}, {""level"": 4, ""text"": ""子謂顔淵曰章""}, {""level"": 4, ""text"": ""富而可求章""}, {""level"": 4, ""text"": ""子在齊聞韶章""}, {""level"": 4, ""text"": ""冉有曰夫子為衞君乎章""}, {""level"": 4, ""text"": ""飯疏食章""}, {""level"": 4, ""text"": ""加我數年章""}, {""level"": 4, ""text"": ""子所雅言章""}, {""level"": 4, ""text"": ""葉公問孔子於子路章""}, {""level"": 4, ""text"": ""我非生而知之者章""}, {""level"": 4, ""text"": ""子不語怪力亂神章""}, {""level"": 4, ""text"": ""三人行章""}, {""level"": 4, ""text"": ""天生徳於予章""}, {""level"": 4, ""text"": ""二三子以我為隠乎章""}, {""level"": 4, ""text"": ""子以四教章""}, {""level"": 4, ""text"": ""聖人吾不得而見之章""}, {""level"": 4, ""text"": ""盖有不知而作之者章""}, {""level"": 4, ""text"": ""仁逺乎哉章""}, {""level"": 4, ""text"": ""陳司敗問昭公章""}, {""level"": 4, ""text"": ""子與人歌而善章""}, {""level"": 4, ""text"": ""文莫吾猶人也章""}, {""level"": 4, ""text"": ""若聖與仁章""}, {""level"": 4, ""text"": ""子疾病章""}, {""level"": 4, ""text"": ""奢則不孫章""}, {""level"": 4, ""text"": ""君子坦蕩蕩章""}, {""level"": 4, ""text"": ""子温而厲章""}]"
Z051568,卷九十五#p036#s2,95,卷九十五,36,2,卷九十五#p036,"此理字,不是説實理,猶云理當如此。",此理字不是説實理猶云理當如此,14,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""程子之書一(凡入近思録者皆/依次第類為此卷)""}]"
Z050177,卷九十三#p089#s1,93,卷九十三,89,1,卷九十三#p089,"問:""孔子六經之書,盡是説道理内實事,故便覺得此道大。",問孔子六經之書盡是説道理内實事故便覺得此道大,22,True,False,li_only,"{""raw"": ""(大/雅)""}","[{""level"": 2, ""text"": ""孔孟周程""}]"
Z025788,卷五十一#p007#s1,51,卷五十一,7,1,卷五十一#p007,"或問:""心之徳、愛之理,以體言;心之制、事之冝,以用言。",或問心之徳愛之理以體言心之制事之冝以用言,20,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""孟子一""}, {""level"": 3, ""text"": ""題辭""}, {""level"": 3, ""text"": ""梁惠王上""}, {""level"": 4, ""text"": ""孟子見梁恵王章""}, {""level"": 4, ""text"": ""王立於沼上章""}, {""level"": 4, ""text"": ""寡人之於國章""}, {""level"": 4, ""text"": ""孟子見梁襄王章""}, {""level"": 4, ""text"": ""齊宣王問齊桓晉文之事章""}, {""level"": 3, ""text"": ""梁恵王下""}, {""level"": 4, ""text"": ""莊暴見孟子章""}, {""level"": 4, ""text"": ""齊宣王問文王之囿章""}, {""level"": 4, ""text"": ""問交鄰國有道章""}, {""level"": 4, ""text"": ""問人皆謂我毁明堂章""}, {""level"": 4, ""text"": ""問湯放桀章""}, {""level"": 4, ""text"": ""為巨室章""}, {""level"": 4, ""text"": ""齊人伐燕勝之章""}, {""level"": 4, ""text"": ""滕文公問滕小國也章""}, {""level"": 4, ""text"": ""魯平公將出章""}]"
Z033383,卷六十四#p103#s1,64,卷六十四,103,1,卷六十四#p103,"問不誠無物曰:""實有此理,便實有此事。",問不誠無物曰實有此理便實有此事,15,True,False,li_only,"{""raw"": ""(幹/)""}","[{""level"": 2, ""text"": ""中庸三""}, {""level"": 3, ""text"": ""第二十章""}, {""level"": 3, ""text"": ""第二十一章""}, {""level"": 3, ""text"": ""第二十二章""}, {""level"": 3, ""text"": ""第二十三章""}, {""level"": 3, ""text"": ""第二十四章""}, {""level"": 3, ""text"": ""第二十五章""}, {""level"": 3, ""text"": ""第二十六章""}, {""level"": 3, ""text"": ""第二十七章""}, {""level"": 3, ""text"": ""第二十八章""}, {""level"": 3, ""text"": ""第二十九章""}, {""level"": 3, ""text"": ""第三十章""}, {""level"": 3, ""text"": ""第三十一章""}, {""level"": 3, ""text"": ""第三十二章""}, {""level"": 3, ""text"": ""第三十三章""}]"
Z006628,卷十五#p035#s1,15,卷十五,35,1,卷十五#p035,"所謂窮理者,事事物物,各自有箇事物底道理,窮之須要周盡。",所謂窮理者事事物物各自有箇事物底道理窮之須要周盡,24,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""大學二""}, {""level"": 3, ""text"": ""經下""}]"
Z020095,卷三十五#p092#s15,35,卷三十五,92,15,卷三十五#p092,"/不毅便倒東墜西,見道理合當如此。",不毅便倒東墜西見道理合當如此,14,True,False,li_only,,"[{""level"": 2, ""text"": ""論語十七""}, {""level"": 3, ""text"": ""泰伯篇""}, {""level"": 4, ""text"": ""泰伯其可謂至徳章""}, {""level"": 4, ""text"": ""恭而無禮章""}, {""level"": 4, ""text"": ""曾子有疾謂門弟子章""}, {""level"": 4, ""text"": ""曾子有疾孟敬子問之章""}, {""level"": 4, ""text"": ""曾子以䏻問於不䏻章""}, {""level"": 4, ""text"": ""曾子曰可以託六尺之孤章""}, {""level"": 4, ""text"": ""曾子曰士不可以不𢎞毅章""}, {""level"": 4, ""text"": ""興於詩章""}, {""level"": 4, ""text"": ""民可使由之章""}, {""level"": 4, ""text"": ""好勇疾貧章""}, {""level"": 4, ""text"": ""如有周公之才之美章""}, {""level"": 4, ""text"": ""三年學章""}, {""level"": 4, ""text"": ""篤信好學章""}, {""level"": 4, ""text"": ""不在其位章""}, {""level"": 4, ""text"": ""師摰之始章""}, {""level"": 4, ""text"": ""狂而不直章""}, {""level"": 4, ""text"": ""學如不及章""}, {""level"": 4, ""text"": ""巍巍乎章""}, {""level"": 4, ""text"": ""大哉堯之為君章""}, {""level"": 4, ""text"": ""舜有臣五人章""}, {""level"": 4, ""text"": ""禹吾無間然章""}]"
Z030958,卷六十一#p047#s12,61,卷六十一,47,12,卷六十一#p047,"盖義理本平易,却被人求得深了。",盖義理本平易却被人求得深了,13,True,False,li_only,"{""raw"": ""(㽦/)""}","[{""level"": 2, ""text"": ""孟子十一""}, {""level"": 3, ""text"": ""盡心下""}, {""level"": 4, ""text"": ""盡信書章""}, {""level"": 4, ""text"": ""舜之飯糗茹草章""}, {""level"": 4, ""text"": ""好名之人章""}, {""level"": 4, ""text"": ""民為貴章""}, {""level"": 4, ""text"": ""仁也者人也章""}, {""level"": 4, ""text"": ""貉稽曰章""}, {""level"": 4, ""text"": ""口之於味也章""}, {""level"": 4, ""text"": ""浩生不害問曰章""}, {""level"": 4, ""text"": ""逃墨必歸於楊章""}, {""level"": 4, ""text"": ""盆成括仕於齊章""}, {""level"": 4, ""text"": ""人皆有所不忍章""}, {""level"": 4, ""text"": ""言近而指逺章""}, {""level"": 4, ""text"": ""堯舜性者也章""}, {""level"": 4, ""text"": ""說大人則藐之章""}, {""level"": 4, ""text"": ""養心莫善於寡欲章""}, {""level"": 4, ""text"": ""曾晢嗜羊棗章""}, {""level"": 4, ""text"": ""萬章問孔子在陳章""}, {""level"": 4, ""text"": ""由堯舜至於湯章""}]"
Z018895,卷三十四#p060#s13,34,卷三十四,60,13,卷三十四#p060,"若只理㑹箇至徳,而無下二者,則空疎去。",若只理㑹箇至徳而無下二者則空疎去,16,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""論語十六""}, {""level"": 3, ""text"": ""述而篇""}, {""level"": 4, ""text"": ""述而不作章""}, {""level"": 4, ""text"": ""黙而識之章""}, {""level"": 4, ""text"": ""徳之不脩章""}, {""level"": 4, ""text"": ""子之燕居章""}, {""level"": 4, ""text"": ""甚矣吾衰章""}, {""level"": 4, ""text"": ""志於道章""}, {""level"": 4, ""text"": ""自行束脩章""}, {""level"": 4, ""text"": ""不憤不啓章""}, {""level"": 4, ""text"": ""子食於有喪者之側章""}, {""level"": 4, ""text"": ""子謂顔淵曰章""}, {""level"": 4, ""text"": ""富而可求章""}, {""level"": 4, ""text"": ""子在齊聞韶章""}, {""level"": 4, ""text"": ""冉有曰夫子為衞君乎章""}, {""level"": 4, ""text"": ""飯疏食章""}, {""level"": 4, ""text"": ""加我數年章""}, {""level"": 4, ""text"": ""子所雅言章""}, {""level"": 4, ""text"": ""葉公問孔子於子路章""}, {""level"": 4, ""text"": ""我非生而知之者章""}, {""level"": 4, ""text"": ""子不語怪力亂神章""}, {""level"": 4, ""text"": ""三人行章""}, {""level"": 4, ""text"": ""天生徳於予章""}, {""level"": 4, ""text"": ""二三子以我為隠乎章""}, {""level"": 4, ""text"": ""子以四教章""}, {""level"": 4, ""text"": ""聖人吾不得而見之章""}, {""level"": 4, ""text"": ""盖有不知而作之者章""}, {""level"": 4, ""text"": ""仁逺乎哉章""}, {""level"": 4, ""text"": ""陳司敗問昭公章""}, {""level"": 4, ""text"": ""子與人歌而善章""}, {""level"": 4, ""text"": ""文莫吾猶人也章""}, {""level"": 4, ""text"": ""若聖與仁章""}, {""level"": 4, ""text"": ""子疾病章""}, {""level"": 4, ""text"": ""奢則不孫章""}, {""level"": 4, ""text"": ""君子坦蕩蕩章""}, {""level"": 4, ""text"": ""子温而厲章""}]"
Z061741,卷一百二十#p041#s27,120,卷一百二十,41,27,卷一百二十#p041,"""蔡云:""若一向是禪時也終是髙曰:""只是許多模様,是甚道理?'如此若實見得自家底分明,看彼許多道理,不待辨而明。",蔡云若一向是禪時也終是髙曰只是許多模様是甚道理如此若實見得自家底分明看彼許多道理不待辨而明,45,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""朱子十七""}, {""level"": 3, ""text"": ""訓門人八(雜訓諸門人/者為此卷)""}]"
Z052692,卷九十六#p070#s2,96,卷九十六,70,2,卷九十六#p070,"但義理不精,則思之再三,或汨於利害,却悔了,此所以爲難。",但義理不精則思之再三或汨於利害却悔了此所以爲難,23,True,False,li_only,"{""raw"": ""(可/學)""}","[{""level"": 2, ""text"": ""程子之書二""}]"
Z033797,卷六十四#p202#s4,64,卷六十四,202,4,卷六十四#p202,"""因曰:""前日與公晦論程子鳶飛魚躍,活發潑地,公晦問:'畢竟此理是如何?'廣云:'今言道無不在,無適而非道固是,只是説得死搭搭地。",因曰前日與公晦論程子鳶飛魚躍活發潑地公晦問畢竟此理是如何廣云今言道無不在無適而非道固是只是説得死搭搭地,51,True,False,li_only,"{""raw"": ""(廣○賀孫/録别出)""}","[{""level"": 2, ""text"": ""中庸三""}, {""level"": 3, ""text"": ""第二十章""}, {""level"": 3, ""text"": ""第二十一章""}, {""level"": 3, ""text"": ""第二十二章""}, {""level"": 3, ""text"": ""第二十三章""}, {""level"": 3, ""text"": ""第二十四章""}, {""level"": 3, ""text"": ""第二十五章""}, {""level"": 3, ""text"": ""第二十六章""}, {""level"": 3, ""text"": ""第二十七章""}, {""level"": 3, ""text"": ""第二十八章""}, {""level"": 3, ""text"": ""第二十九章""}, {""level"": 3, ""text"": ""第三十章""}, {""level"": 3, ""text"": ""第三十一章""}, {""level"": 3, ""text"": ""第三十二章""}, {""level"": 3, ""text"": ""第三十三章""}]"
Z027705,卷五十五#p016#s8,55,卷五十五,16,8,卷五十五#p016,"盖他心量不及聖人之大,故扵天下事,有包括不盡䖏天下道理儘無窮,人要去做,又做不辦,極力做得一兩件,又困了。",盖他心量不及聖人之大故扵天下事有包括不盡䖏天下道理儘無窮人要去做又做不辦極力做得一兩件又困了,46,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""孟子五""}, {""level"": 3, ""text"": ""滕文公上""}, {""level"": 4, ""text"": ""滕文公為世子章""}, {""level"": 4, ""text"": ""惡(惡不可謂從善中直下来只/是不䏻善則偏於一邊為惡)""}, {""level"": 4, ""text"": ""滕定公薨章""}, {""level"": 4, ""text"": ""滕文公問為國章""}, {""level"": 4, ""text"": ""有為神農之言章""}, {""level"": 4, ""text"": ""墨者夷之章""}, {""level"": 3, ""text"": ""滕文公下""}, {""level"": 4, ""text"": ""陳代曰不見諸侯章""}, {""level"": 4, ""text"": ""景春曰公孫衍張儀章""}, {""level"": 4, ""text"": ""公孫丑問不見諸侯章""}, {""level"": 4, ""text"": ""公都子問好辯章""}]"
Z042984,卷七十八#p224#s1,78,卷七十八,224,1,卷七十八#p224,"舜、禹相傳,只是説人心惟危,道心惟㣲,惟精惟一,允執厥中,只就這心上理㑹也。",舜禹相傳只是説人心惟危道心惟㣲惟精惟一允執厥中只就這心上理㑹也,31,True,False,li_only,"{""raw"": ""(㝢/)""}","[{""level"": 2, ""text"": ""尚書一""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 3, ""text"": ""堯典""}, {""level"": 3, ""text"": ""舜典""}, {""level"": 3, ""text"": ""大禹謨""}, {""level"": 3, ""text"": ""臯陶謨""}, {""level"": 3, ""text"": ""益稷""}]"
Z005273,卷十三#p027#s2,13,卷十三,27,2,卷十三#p027,"只此一心,但看天理私欲之消長如何爾。",只此一心但看天理私欲之消長如何爾,16,True,False,li_only,"{""raw"": ""(大雅/)""}","[{""level"": 2, ""text"": ""學七""}, {""level"": 3, ""text"": ""力行""}]"
