sentence_id,source_id,juan_num,juan_label,paragraph_idx,sentence_idx,utterance_id,text_punctuated,text_plain,char_count,has_li,has_qi,li_qi_category,byline,headings
Z019424,卷三十四#p169#s1,34,卷三十四,169,1,卷三十四#p169,"問文行為先,忠信為次之說,如何?""曰:""世上也自有初問難曉底人,便把忠信與說,又教如何理㑹?也?須且教讀書,漸漸壓伏,這箇身心教定,方可與說。",問文行為先忠信為次之說如何曰世上也自有初問難曉底人便把忠信與說又教如何理㑹也須且教讀書漸漸壓伏這箇身心教定方可與說,57,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""論語十六""}, {""level"": 3, ""text"": ""述而篇""}, {""level"": 4, ""text"": ""述而不作章""}, {""level"": 4, ""text"": ""黙而識之章""}, {""level"": 4, ""text"": ""徳之不脩章""}, {""level"": 4, ""text"": ""子之燕居章""}, {""level"": 4, ""text"": ""甚矣吾衰章""}, {""level"": 4, ""text"": ""志於道章""}, {""level"": 4, ""text"": ""自行束脩章""}, {""level"": 4, ""text"": ""不憤不啓章""}, {""level"": 4, ""text"": ""子食於有喪者之側章""}, {""level"": 4, ""text"": ""子謂顔淵曰章""}, {""level"": 4, ""text"": ""富而可求章""}, {""level"": 4, ""text"": ""子在齊聞韶章""}, {""level"": 4, ""text"": ""冉有曰夫子為衞君乎章""}, {""level"": 4, ""text"": ""飯疏食章""}, {""level"": 4, ""text"": ""加我數年章""}, {""level"": 4, ""text"": ""子所雅言章""}, {""level"": 4, ""text"": ""葉公問孔子於子路章""}, {""level"": 4, ""text"": ""我非生而知之者章""}, {""level"": 4, ""text"": ""子不語怪力亂神章""}, {""level"": 4, ""text"": ""三人行章""}, {""level"": 4, ""text"": ""天生徳於予章""}, {""level"": 4, ""text"": ""二三子以我為隠乎章""}, {""level"": 4, ""text"": ""子以四教章""}, {""level"": 4, ""text"": ""聖人吾不得而見之章""}, {""level"": 4, ""text"": ""盖有不知而作之者章""}, {""level"": 4, ""text"": ""仁逺乎哉章""}, {""level"": 4, ""text"": ""陳司敗問昭公章""}, {""level"": 4, ""text"": ""子與人歌而善章""}, {""level"": 4, ""text"": ""文莫吾猶人也章""}, {""level"": 4, ""text"": ""若聖與仁章""}, {""level"": 4, ""text"": ""子疾病章""}, {""level"": 4, ""text"": ""奢則不孫章""}, {""level"": 4, ""text"": ""君子坦蕩蕩章""}, {""level"": 4, ""text"": ""子温而厲章""}]"
Z055480,卷一百二#p003#s10,102,卷一百二,3,10,卷一百二#p003,"道理自有動時,自有靜時。",道理自有動時自有靜時,10,True,False,li_only,"{""raw"": ""(道夫/)""}","[{""level"": 2, ""text"": ""楊氏門人""}, {""level"": 3, ""text"": ""羅仲素""}, {""level"": 3, ""text"": ""蕭子莊""}, {""level"": 3, ""text"": ""廖用中""}, {""level"": 3, ""text"": ""胡德輝""}, {""level"": 2, ""text"": ""尹氏門人""}, {""level"": 3, ""text"": ""王德脩""}]"
Z008839,卷十八#p018#s4,18,卷十八,18,4,卷十八#p018,"今人務博者,却要盡窮天下之理;務約者,又謂反身而誠,則天下之物,無不在我者,皆不是。",今人務博者却要盡窮天下之理務約者又謂反身而誠則天下之物無不在我者皆不是,35,True,False,li_only,"{""raw"": ""(淳/)""}","[{""level"": 2, ""text"": ""大學五(或問下/)""}, {""level"": 3, ""text"": ""獨其所謂格物致知者一段""}, {""level"": 3, ""text"": ""然則吾子之意亦可得而悉聞一段""}, {""level"": 3, ""text"": ""近世大儒有為格物致知之説一段""}, {""level"": 3, ""text"": ""傳六章""}, {""level"": 3, ""text"": ""傳七章""}, {""level"": 3, ""text"": ""傳九章""}, {""level"": 3, ""text"": ""傳十章""}]"
Z054324,卷一百#p017#s11,100,卷一百,17,11,卷一百#p017,"""廣云:""先生前日說康節之學,與周子、程子少異處,莫正在此否?若是聖人,則處乾時,自有箇處乾底道理,處姤時,自有箇處姤底道理否?""曰:""然。",廣云先生前日說康節之學與周子程子少異處莫正在此否若是聖人則處乾時自有箇處乾底道理處姤時自有箇處姤底道理否曰然,54,True,False,li_only,"{""raw"": ""(廣/)""}","[{""level"": 2, ""text"": ""邵子之書""}]"
Z064463,卷一百二十六#p061#s20,126,卷一百二十六,61,20,卷一百二十六#p061,"如人靜坐,忽然一念之發,只這箇便是道理。",如人靜坐忽然一念之發只這箇便是道理,17,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 3, ""text"": ""釋氏""}]"
Z061744,卷一百二十#p041#s30,120,卷一百二十,41,30,卷一百二十#p041,"如熈、豐也不是,元祐也不是某定保,他自元不曾理會得。",如熈豐也不是元祐也不是某定保他自元不曾理會得,22,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""朱子十七""}, {""level"": 3, ""text"": ""訓門人八(雜訓諸門人/者為此卷)""}]"
Z003609,卷八#p135#s1,8,卷八,135,1,卷八#p135,"義理難者,便不是。",義理難者便不是,7,True,False,li_only,"{""raw"": ""(振/)""}","[{""level"": 2, ""text"": ""學二""}, {""level"": 3, ""text"": ""總論為學之方""}]"
Z061242,卷一百十九#p012#s7,119,卷一百十九,12,7,卷一百十九#p012,"人之所以思慮紛擾,只縁未實見得此理。",人之所以思慮紛擾只縁未實見得此理,16,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十六""}, {""level"": 3, ""text"": ""訓門人七""}]"
Z030590,卷六十#p143#s2,60,卷六十,143,2,卷六十#p143,"""(《時舉録》云:""凡一顰一笑,/一語一黙,無非天理。",時舉録云凡一顰一笑一語一黙無非天理,17,True,False,li_only,"{""raw"": ""(南升/)""}","[{""level"": 2, ""text"": ""孟子十""}, {""level"": 3, ""text"": ""盡心上""}, {""level"": 4, ""text"": ""盡其心者章""}, {""level"": 4, ""text"": ""莫非命也章""}, {""level"": 4, ""text"": ""萬物皆備於我矣章""}, {""level"": 4, ""text"": ""行之而不著焉章""}, {""level"": 4, ""text"": ""待文王而後興章""}, {""level"": 4, ""text"": ""霸者之民章""}, {""level"": 4, ""text"": ""人之所不學而能者章""}, {""level"": 4, ""text"": ""舜居深山之中章""}, {""level"": 3, ""text"": ""無為其所不為章""}, {""level"": 4, ""text"": ""人之有徳慧術知章""}, {""level"": 3, ""text"": ""廣土衆民章""}, {""level"": 4, ""text"": ""孔子登東山而小魯章""}, {""level"": 4, ""text"": ""雞鳴而起章""}, {""level"": 4, ""text"": ""楊子取為我章""}, {""level"": 3, ""text"": ""堯舜性之也章""}, {""level"": 4, ""text"": ""王子墊問曰章""}, {""level"": 4, ""text"": ""桃應問曰章""}, {""level"": 4, ""text"": ""孟子自范之齊章""}, {""level"": 4, ""text"": ""形色天性章""}, {""level"": 4, ""text"": ""君子所以教者五章""}, {""level"": 4, ""text"": ""公孫丑曰道則高矣美矣章""}, {""level"": 4, ""text"": ""於不可已而已章""}, {""level"": 4, ""text"": ""知者無不知也章""}]"
Z061051,卷一百十八#p090#s24,118,卷一百十八,90,24,卷一百十八#p090,"方寸之間,人欲交雜,則謂之人心,純然天理,則謂之道心。",方寸之間人欲交雜則謂之人心純然天理則謂之道心,22,True,False,li_only,,"[{""level"": 2, ""text"": ""朱子十五""}, {""level"": 3, ""text"": ""訓門人六""}]"
Z012769,卷二十四#p040#s3,24,卷二十四,40,3,卷二十四#p040,"惟知新則是在我之義理,因温故而有以自得之,其應無窮,故可以為師乎?""曰:""然。",惟知新則是在我之義理因温故而有以自得之其應無窮故可以為師乎曰然,31,True,False,li_only,"{""raw"": ""(一之/)""}","[{""level"": 2, ""text"": ""論語六""}, {""level"": 3, ""text"": ""為政篇下""}, {""level"": 4, ""text"": ""吾與回言章""}, {""level"": 4, ""text"": ""視其所以章""}, {""level"": 4, ""text"": ""温故而知新章""}, {""level"": 4, ""text"": ""君子不器章""}, {""level"": 4, ""text"": ""子貢問君子章""}, {""level"": 4, ""text"": ""君子周而不比章""}, {""level"": 4, ""text"": ""學而不思章""}, {""level"": 4, ""text"": ""攻乎異端章""}, {""level"": 4, ""text"": ""由誨女知之章""}, {""level"": 4, ""text"": ""子張學干禄章""}, {""level"": 4, ""text"": ""哀公問何為則民服章""}, {""level"": 4, ""text"": ""季康子問使民敬忠以勸章""}, {""level"": 4, ""text"": ""或謂子奚不為政章""}, {""level"": 4, ""text"": ""人而無信章""}, {""level"": 4, ""text"": ""子張問十世可知章""}, {""level"": 4, ""text"": ""非其鬼而祭之章""}]"
Z015248,卷二十七#p089#s1,27,卷二十七,89,1,卷二十七#p089,"曾子所言,只是一箇道理,但假借此以示門人,如程子所言""維天之命,於穆不已,乾道變化,各正性命此天地無心之忠恕。",曾子所言只是一箇道理但假借此以示門人如程子所言維天之命於穆不已乾道變化各正性命此天地無心之忠恕,47,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""論語九""}, {""level"": 3, ""text"": ""里仁篇下""}, {""level"": 4, ""text"": ""子曰參乎章""}, {""level"": 4, ""text"": ""君子喻於義章""}, {""level"": 4, ""text"": ""見賢思齊焉章""}, {""level"": 4, ""text"": ""事父母幾諫章""}, {""level"": 4, ""text"": ""父母在章""}, {""level"": 4, ""text"": ""父母之年章""}, {""level"": 3, ""text"": ""古者言之不出章""}, {""level"": 4, ""text"": ""以約失之章""}, {""level"": 4, ""text"": ""君子欲訥於言章""}, {""level"": 4, ""text"": ""徳不孤章""}, {""level"": 4, ""text"": ""事君數章""}]"
Z031326,卷六十二#p039#s11,62,卷六十二,39,11,卷六十二#p039,"""先生曰:""只是一理,存是存此,養是養,此識得更無走作舜功。",先生曰只是一理存是存此養是養此識得更無走作舜功,23,True,False,li_only,"{""raw"": ""(可學/)""}","[{""level"": 2, ""text"": ""中庸一""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 3, ""text"": ""章句序""}, {""level"": 3, ""text"": ""章句""}, {""level"": 3, ""text"": ""第一章""}]"
Z063608,卷一百二十四#p057#s2,124,卷一百二十四,57,2,卷一百二十四#p057,"子静謂:'先生教人,只是章句之學,都無箇脱洒道理。",子静謂先生教人只是章句之學都無箇脱洒道理,20,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 3, ""text"": ""陸氏""}]"
Z026770,卷五十二#p154#s2,52,卷五十二,154,2,卷五十二#p154,"""曰:""告子直是将義屛除去,只就心上理㑹。",曰告子直是将義屛除去只就心上理㑹,16,True,False,li_only,,"[{""level"": 2, ""text"": ""孟子二""}, {""level"": 3, ""text"": ""公孫丑上""}, {""level"": 4, ""text"": ""問夫子當路於齊章""}, {""level"": 4, ""text"": ""問夫子加齊之卿相章""}]"
Z034151,卷六十五#p084#s5,65,卷六十五,84,5,卷六十五#p084,"但隂陽初生,各歴十六卦而後為一月,又歴八卦,再得一月,至隂陽将極䖏,只歴四卦為一月,又歴一卦,遂一併三卦相接,其初如此之踈,其末如此之宻,此隂陽贏縮當然之理歟?然此圖於《復卦》之下,書曰""冬至子中於《姤卦之下,書曰""夏至午中此固無可疑者。",但隂陽初生各歴十六卦而後為一月又歴八卦再得一月至隂陽将極䖏只歴四卦為一月又歴一卦遂一併三卦相接其初如此之踈其末如此之宻此隂陽贏縮當然之理歟然此圖於復卦之下書曰冬至子中於姤卦之下書曰夏至午中此固無可疑者,100,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""易一""}, {""level"": 3, ""text"": ""綱領上""}, {""level"": 4, ""text"": ""隂陽""}, {""level"": 2, ""text"": ""(方子録云隂陽論推行底只是一箇對峙/底則是两箇如日月水火之類是两箇)""}, {""level"": 4, ""text"": ""數""}, {""level"": 4, ""text"": ""河圖洛書""}, {""level"": 4, ""text"": ""伏羲卦畫先天圖""}]"
Z014142,卷二十六#p018#s1,26,卷二十六,18,1,卷二十六#p018,"蕭景昭說此章,先生云:""注中引程子所謂得其公正是如何?""答云:""只是好惡當理,便是公正。",蕭景昭說此章先生云注中引程子所謂得其公正是如何答云只是好惡當理便是公正,35,True,False,li_only,"{""raw"": ""(時舉/)""}","[{""level"": 2, ""text"": ""論語八""}, {""level"": 3, ""text"": ""里仁篇上""}, {""level"": 4, ""text"": ""里仁為美章""}, {""level"": 4, ""text"": ""不仁者不可以久處約章""}, {""level"": 4, ""text"": ""惟仁者能好人能惡人章""}, {""level"": 4, ""text"": ""苟志於仁章""}, {""level"": 4, ""text"": ""冨與貴章""}, {""level"": 4, ""text"": ""我未見好仁者章""}, {""level"": 4, ""text"": ""人之過也章""}, {""level"": 4, ""text"": ""朝聞道章""}, {""level"": 4, ""text"": ""士志於道章""}, {""level"": 4, ""text"": ""君子之於天下也章""}, {""level"": 4, ""text"": ""君子懐徳章""}, {""level"": 4, ""text"": ""放於利而行章""}, {""level"": 4, ""text"": ""能以禮讓為國章""}, {""level"": 4, ""text"": ""不患無位章""}]"
Z042085,卷七十八#p002#s8,78,卷七十八,2,8,卷七十八#p002,"前人之誤,既不可攷,則後人之論,又以何為據耶?此事已釐革了,亦無理㑹處。",前人之誤既不可攷則後人之論又以何為據耶此事已釐革了亦無理㑹處,30,True,False,li_only,,"[{""level"": 2, ""text"": ""尚書一""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 3, ""text"": ""堯典""}, {""level"": 3, ""text"": ""舜典""}, {""level"": 3, ""text"": ""大禹謨""}, {""level"": 3, ""text"": ""臯陶謨""}, {""level"": 3, ""text"": ""益稷""}]"
Z015439,卷二十七#p124#s2,27,卷二十七,124,2,卷二十七#p124,"不違是主那諌上說,敬已是順了,又須委曲作道理,以諫不違,去了那幾諫之意也。",不違是主那諌上說敬已是順了又須委曲作道理以諫不違去了那幾諫之意也,32,True,False,li_only,"{""raw"": ""(僴/)""}","[{""level"": 2, ""text"": ""論語九""}, {""level"": 3, ""text"": ""里仁篇下""}, {""level"": 4, ""text"": ""子曰參乎章""}, {""level"": 4, ""text"": ""君子喻於義章""}, {""level"": 4, ""text"": ""見賢思齊焉章""}, {""level"": 4, ""text"": ""事父母幾諫章""}, {""level"": 4, ""text"": ""父母在章""}, {""level"": 4, ""text"": ""父母之年章""}, {""level"": 3, ""text"": ""古者言之不出章""}, {""level"": 4, ""text"": ""以約失之章""}, {""level"": 4, ""text"": ""君子欲訥於言章""}, {""level"": 4, ""text"": ""徳不孤章""}, {""level"": 4, ""text"": ""事君數章""}]"
Z021419,卷三十七#p051#s3,37,卷三十七,51,3,卷三十七#p051,"然曉得程子說底,知得權也是常理,曉不得他說底經權却鶻突了。",然曉得程子說底知得權也是常理曉不得他說底經權却鶻突了,26,True,False,li_only,,"[{""level"": 2, ""text"": ""論語十九""}, {""level"": 3, ""text"": ""子罕篇下""}, {""level"": 4, ""text"": ""法語之言章""}, {""level"": 4, ""text"": ""三軍可奪帥章""}, {""level"": 4, ""text"": ""衣敝緼袍章""}, {""level"": 4, ""text"": ""知者不惑章""}, {""level"": 4, ""text"": ""可與共學章""}, {""level"": 4, ""text"": ""唐棣之華章""}]"
Z020240,卷三十五#p114#s21,35,卷三十五,114,21,卷三十五#p114,"這䖏只理㑹如何是興於詩,如何是立於禮,如何是成於樂。",這䖏只理㑹如何是興於詩如何是立於禮如何是成於樂,23,True,False,li_only,"{""raw"": ""(㝢○/集注)""}","[{""level"": 2, ""text"": ""論語十七""}, {""level"": 3, ""text"": ""泰伯篇""}, {""level"": 4, ""text"": ""泰伯其可謂至徳章""}, {""level"": 4, ""text"": ""恭而無禮章""}, {""level"": 4, ""text"": ""曾子有疾謂門弟子章""}, {""level"": 4, ""text"": ""曾子有疾孟敬子問之章""}, {""level"": 4, ""text"": ""曾子以䏻問於不䏻章""}, {""level"": 4, ""text"": ""曾子曰可以託六尺之孤章""}, {""level"": 4, ""text"": ""曾子曰士不可以不𢎞毅章""}, {""level"": 4, ""text"": ""興於詩章""}, {""level"": 4, ""text"": ""民可使由之章""}, {""level"": 4, ""text"": ""好勇疾貧章""}, {""level"": 4, ""text"": ""如有周公之才之美章""}, {""level"": 4, ""text"": ""三年學章""}, {""level"": 4, ""text"": ""篤信好學章""}, {""level"": 4, ""text"": ""不在其位章""}, {""level"": 4, ""text"": ""師摰之始章""}, {""level"": 4, ""text"": ""狂而不直章""}, {""level"": 4, ""text"": ""學如不及章""}, {""level"": 4, ""text"": ""巍巍乎章""}, {""level"": 4, ""text"": ""大哉堯之為君章""}, {""level"": 4, ""text"": ""舜有臣五人章""}, {""level"": 4, ""text"": ""禹吾無間然章""}]"
Z033822,卷六十五#p007#s3,65,卷六十五,7,3,卷六十五#p007,"伊川言《易變易》也,只説得相對底隂陽流轉而已,不説錯綜底隂陽交互之理。",伊川言易變易也只説得相對底隂陽流轉而已不説錯綜底隂陽交互之理,30,True,False,li_only,,"[{""level"": 2, ""text"": ""易一""}, {""level"": 3, ""text"": ""綱領上""}, {""level"": 4, ""text"": ""隂陽""}, {""level"": 2, ""text"": ""(方子録云隂陽論推行底只是一箇對峙/底則是两箇如日月水火之類是两箇)""}, {""level"": 4, ""text"": ""數""}, {""level"": 4, ""text"": ""河圖洛書""}, {""level"": 4, ""text"": ""伏羲卦畫先天圖""}]"
Z038929,卷七十二#p076#s3,72,卷七十二,76,3,卷七十二#p076,"兩漢以来,人主還有理㑹正心誠意否?須得人主,如窮閻陋巷之士,治心修身,講眀義理,以此應天下之務,用天下之才,方見次第。",兩漢以来人主還有理㑹正心誠意否須得人主如窮閻陋巷之士治心修身講眀義理以此應天下之務用天下之才方見次第,50,True,False,li_only,"{""raw"": ""(徳/明)""}","[{""level"": 2, ""text"": ""易八""}, {""level"": 4, ""text"": ""咸""}, {""level"": 4, ""text"": ""恒""}, {""level"": 4, ""text"": ""遯""}, {""level"": 4, ""text"": ""大壯""}, {""level"": 4, ""text"": ""晉""}, {""level"": 4, ""text"": ""明夷""}, {""level"": 4, ""text"": ""家人""}, {""level"": 4, ""text"": ""睽""}, {""level"": 4, ""text"": ""蹇""}, {""level"": 4, ""text"": ""解""}, {""level"": 4, ""text"": ""損""}, {""level"": 4, ""text"": ""益""}, {""level"": 4, ""text"": ""夬""}, {""level"": 4, ""text"": ""姤""}, {""level"": 4, ""text"": ""萃""}, {""level"": 4, ""text"": ""升""}]"
Z061833,卷一百二十#p053#s2,120,卷一百二十,53,2,卷一百二十#p053,"公今却無擇善一著聖人擇善,便是事不遺乎理。",公今却無擇善一著聖人擇善便是事不遺乎理,19,True,False,li_only,"{""raw"": ""(賀孫/)""}","[{""level"": 2, ""text"": ""朱子十七""}, {""level"": 3, ""text"": ""訓門人八(雜訓諸門人/者為此卷)""}]"
Z020614,卷三十六#p035#s1,36,卷三十六,35,1,卷三十六#p035,"求之於喜怒哀樂未發之前,而體之於意必固我既亡之後,如此說着,便害義理,此二句不可相對說。",求之於喜怒哀樂未發之前而體之於意必固我既亡之後如此說着便害義理此二句不可相對說,39,True,False,li_only,"{""raw"": ""(謨/)""}","[{""level"": 2, ""text"": ""論語十八""}, {""level"": 3, ""text"": ""子罕篇上""}, {""level"": 4, ""text"": ""子罕言利章""}, {""level"": 4, ""text"": ""麻冕禮也章""}, {""level"": 4, ""text"": ""子絶四章""}, {""level"": 4, ""text"": ""子畏於匡章""}, {""level"": 4, ""text"": ""太宰問於子貢章""}, {""level"": 4, ""text"": ""吾有知乎哉章""}, {""level"": 4, ""text"": ""鳳鳥不至章""}, {""level"": 4, ""text"": ""子見齊衰者章""}, {""level"": 4, ""text"": ""顔淵喟然嘆章""}, {""level"": 4, ""text"": ""子疾病章""}, {""level"": 4, ""text"": ""子貢曰有美玉章""}, {""level"": 4, ""text"": ""子欲居九夷章""}, {""level"": 4, ""text"": ""出則事公卿章""}, {""level"": 4, ""text"": ""子在川上章""}, {""level"": 4, ""text"": ""吾未見好徳如好色章""}, {""level"": 4, ""text"": ""語之而不惰章""}, {""level"": 4, ""text"": ""子謂顔淵章""}, {""level"": 4, ""text"": ""苖而不秀章""}, {""level"": 4, ""text"": ""後生可畏章""}]"
Z001437,卷三#p053#s2,3,卷三,53,2,卷三#p053,"人之先祖,則大概以理為主,而亦兼以氣魄言之。",人之先祖則大概以理為主而亦兼以氣魄言之,19,True,True,both,"{""raw"": ""(義剛/)""}","[{""level"": 2, ""text"": ""鬼神""}]"
Z004007,卷十#p039#s3,10,卷十,39,3,卷十#p039,"如此不㑹記性人自記得,無識性人亦理㑹得。",如此不㑹記性人自記得無識性人亦理㑹得,18,True,False,li_only,"{""raw"": ""(璘/)""}","[{""level"": 2, ""text"": ""學四""}, {""level"": 3, ""text"": ""讀書法上""}]"
Z002539,卷五#p083#s1,5,卷五,83,1,卷五#p083,"心意猶有痕跡,如性則全無兆朕,只是許多道理在這理。",心意猶有痕跡如性則全無兆朕只是許多道理在這理,22,True,False,li_only,"{""raw"": ""(砥/)""}","[{""level"": 2, ""text"": ""性理二""}, {""level"": 3, ""text"": ""性情心意等名義""}]"
Z000393,卷一#p001#s4,1,卷一,1,4,卷一#p001,"動而生陽,亦只是理;静而生隂,亦只是理。",動而生陽亦只是理静而生隂亦只是理,16,True,False,li_only,"{""raw"": ""(淳/)""}","[{""level"": 2, ""text"": ""理氣上""}, {""level"": 3, ""text"": ""太極天地上""}]"
Z034291,卷六十六#p009#s69,66,卷六十六,9,69,卷六十六#p009,"""安卿問彖象》莫也是因爻而推其理否?""曰彖象文言繫辭》,皆是因而推明其理。",安卿問彖象莫也是因爻而推其理否曰彖象文言繫辭皆是因而推明其理,30,True,False,li_only,"{""raw"": ""(義剛○/淳録略)""}","[{""level"": 2, ""text"": ""易二""}, {""level"": 3, ""text"": ""綱領中""}, {""level"": 4, ""text"": ""卜筮""}, {""level"": 4, ""text"": ""象""}]"
Z035859,卷六十八#p069#s2,68,卷六十八,69,2,卷六十八#p069,"""曰:""凡說文字,須有情理,方是用九。",曰凡說文字須有情理方是用九,13,True,False,li_only,"{""raw"": ""(礪/)""}","[{""level"": 2, ""text"": ""易四""}, {""level"": 4, ""text"": ""乾上""}]"
Z019987,卷三十五#p071#s12,35,卷三十五,71,12,卷三十五#p071,"况㳺談聚議,習為軟熟,卒然有警,何以得其仗節死義乎?大抵不顧義理,只計較利害,皆奴婢之態,殊可鄙厭。",况㳺談聚議習為軟熟卒然有警何以得其仗節死義乎大抵不顧義理只計較利害皆奴婢之態殊可鄙厭,42,True,False,li_only,"{""raw"": ""(㝢○砥/錄畧)""}","[{""level"": 2, ""text"": ""論語十七""}, {""level"": 3, ""text"": ""泰伯篇""}, {""level"": 4, ""text"": ""泰伯其可謂至徳章""}, {""level"": 4, ""text"": ""恭而無禮章""}, {""level"": 4, ""text"": ""曾子有疾謂門弟子章""}, {""level"": 4, ""text"": ""曾子有疾孟敬子問之章""}, {""level"": 4, ""text"": ""曾子以䏻問於不䏻章""}, {""level"": 4, ""text"": ""曾子曰可以託六尺之孤章""}, {""level"": 4, ""text"": ""曾子曰士不可以不𢎞毅章""}, {""level"": 4, ""text"": ""興於詩章""}, {""level"": 4, ""text"": ""民可使由之章""}, {""level"": 4, ""text"": ""好勇疾貧章""}, {""level"": 4, ""text"": ""如有周公之才之美章""}, {""level"": 4, ""text"": ""三年學章""}, {""level"": 4, ""text"": ""篤信好學章""}, {""level"": 4, ""text"": ""不在其位章""}, {""level"": 4, ""text"": ""師摰之始章""}, {""level"": 4, ""text"": ""狂而不直章""}, {""level"": 4, ""text"": ""學如不及章""}, {""level"": 4, ""text"": ""巍巍乎章""}, {""level"": 4, ""text"": ""大哉堯之為君章""}, {""level"": 4, ""text"": ""舜有臣五人章""}, {""level"": 4, ""text"": ""禹吾無間然章""}]"
Z030683,卷六十#p164#s13,60,卷六十,164,13,卷六十#p164,"如眼下脩緝禮書,固是合理㑹,若只知有這个,都困了也不得。",如眼下脩緝禮書固是合理㑹若只知有這个都困了也不得,24,True,False,li_only,,"[{""level"": 2, ""text"": ""孟子十""}, {""level"": 3, ""text"": ""盡心上""}, {""level"": 4, ""text"": ""盡其心者章""}, {""level"": 4, ""text"": ""莫非命也章""}, {""level"": 4, ""text"": ""萬物皆備於我矣章""}, {""level"": 4, ""text"": ""行之而不著焉章""}, {""level"": 4, ""text"": ""待文王而後興章""}, {""level"": 4, ""text"": ""霸者之民章""}, {""level"": 4, ""text"": ""人之所不學而能者章""}, {""level"": 4, ""text"": ""舜居深山之中章""}, {""level"": 3, ""text"": ""無為其所不為章""}, {""level"": 4, ""text"": ""人之有徳慧術知章""}, {""level"": 3, ""text"": ""廣土衆民章""}, {""level"": 4, ""text"": ""孔子登東山而小魯章""}, {""level"": 4, ""text"": ""雞鳴而起章""}, {""level"": 4, ""text"": ""楊子取為我章""}, {""level"": 3, ""text"": ""堯舜性之也章""}, {""level"": 4, ""text"": ""王子墊問曰章""}, {""level"": 4, ""text"": ""桃應問曰章""}, {""level"": 4, ""text"": ""孟子自范之齊章""}, {""level"": 4, ""text"": ""形色天性章""}, {""level"": 4, ""text"": ""君子所以教者五章""}, {""level"": 4, ""text"": ""公孫丑曰道則高矣美矣章""}, {""level"": 4, ""text"": ""於不可已而已章""}, {""level"": 4, ""text"": ""知者無不知也章""}]"
Z045829,卷八十三#p068#s2,83,卷八十三,68,2,卷八十三#p068,"左氏豫凶事之說,亦有此理。",左氏豫凶事之說亦有此理,11,True,False,li_only,"{""raw"": ""(人傑○/二年)""}","[{""level"": 2, ""text"": ""春秋""}, {""level"": 3, ""text"": ""綱領""}, {""level"": 4, ""text"": ""經(傳附/)""}, {""level"": 3, ""text"": ""有兩處說皆作刑罰字說(義剛○/十二年)""}]"
Z047710,卷八十七#p127#s2,87,卷八十七,127,2,卷八十七#p127,"若先其難者,理㑹不得,更進步不去,須先其易者難處,且放下,少間見多了,自然相證而解説字,人以為悅,恐只是説字說證之義也。",若先其難者理㑹不得更進步不去須先其易者難處且放下少間見多了自然相證而解説字人以為悅恐只是説字說證之義也,51,True,False,li_only,,"[{""level"": 2, ""text"": ""禮四""}, {""level"": 3, ""text"": ""小戴禮""}, {""level"": 4, ""text"": ""總論""}, {""level"": 4, ""text"": ""曲禮""}, {""level"": 4, ""text"": ""檀弓""}, {""level"": 4, ""text"": ""檀弓下""}, {""level"": 4, ""text"": ""王制""}, {""level"": 4, ""text"": ""月令""}, {""level"": 4, ""text"": ""文王世子""}, {""level"": 4, ""text"": ""禮運""}, {""level"": 4, ""text"": ""禮器""}, {""level"": 4, ""text"": ""郊特牲""}, {""level"": 4, ""text"": ""内則""}, {""level"": 4, ""text"": ""玉藻""}, {""level"": 4, ""text"": ""明堂位""}, {""level"": 4, ""text"": ""喪服小記""}, {""level"": 4, ""text"": ""大傳""}, {""level"": 4, ""text"": ""少儀""}, {""level"": 4, ""text"": ""學記""}, {""level"": 4, ""text"": ""樂記""}, {""level"": 4, ""text"": ""祭法""}, {""level"": 4, ""text"": ""祭義""}, {""level"": 4, ""text"": ""哀公問""}, {""level"": 4, ""text"": ""仲尼燕居""}, {""level"": 4, ""text"": ""孔子閒居""}, {""level"": 4, ""text"": ""表記""}, {""level"": 4, ""text"": ""深衣""}, {""level"": 4, ""text"": ""鄉飲酒""}, {""level"": 4, ""text"": ""鄉射""}, {""level"": 4, ""text"": ""拾遺""}]"
